filename,primary_label,fold,source,site_code,author,group_key
crbthr1/iNat1684518.ogg,crbthr1,0,clip,N/A,Marcelo Schmidt Roberti,Marcelo Schmidt Roberti
crbthr1/XC166276.ogg,crbthr1,2,clip,N/A,Antonio de Almeida Correia Junior,Antonio de Almeida Correia Junior
crbthr1/XC506327.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/XC506325.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/iNat568266.ogg,crbthr1,2,clip,N/A,Kasten,Kasten
crbthr1/XC687738.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/iNat148795.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/XC620406.ogg,crbthr1,2,clip,N/A,Meena Haribal,Meena Haribal
crbthr1/XC1065685.ogg,crbthr1,3,clip,N/A,Marcos E. Sosa,Marcos E. Sosa
crbthr1/XC687807.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/XC687805.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/iNat1448447.ogg,crbthr1,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
crbthr1/XC590877.ogg,crbthr1,0,clip,N/A,Marcelo da Rocha,Marcelo da Rocha
crbthr1/XC590876.ogg,crbthr1,0,clip,N/A,Marcelo da Rocha,Marcelo da Rocha
crbthr1/XC580350.ogg,crbthr1,0,clip,N/A,Marcelo da Rocha,Marcelo da Rocha
crbthr1/iNat1688309.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/XC1053979.ogg,crbthr1,0,clip,N/A,Fabrício Grigolin,Fabrício Grigolin
crbthr1/XC457397.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/XC288809.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/XC508611.ogg,crbthr1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crbthr1/XC422966.ogg,crbthr1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crbthr1/XC556656.ogg,crbthr1,1,clip,N/A,Caio Brito,Caio Brito
crbthr1/XC1006083.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC393723.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/XC448930.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/XC446985.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/XC344848.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/XC344847.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/XC187439.ogg,crbthr1,1,clip,N/A,Marcos Melo,Marcos Melo
crbthr1/iNat1643747.ogg,crbthr1,4,clip,N/A,cliobr,cliobr
crbthr1/XC152628.ogg,crbthr1,4,clip,N/A,Luiz C.  Silva,Luiz C.  Silva
crbthr1/iNat572620.ogg,crbthr1,0,clip,N/A,Rodrigo Paiva Lázaro,Rodrigo Paiva Lázaro
crbthr1/iNat814965.ogg,crbthr1,3,clip,N/A,Edgar Blois Crispino,Edgar Blois Crispino
crbthr1/XC152559.ogg,crbthr1,4,clip,N/A,Antonio Silveira,Antonio Silveira
crbthr1/XC144738.ogg,crbthr1,4,clip,N/A,Antonio Silveira,Antonio Silveira
crbthr1/iNat799836.ogg,crbthr1,0,clip,N/A,Tiago Lubiana,Tiago Lubiana
crbthr1/XC319883.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/XC299100.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/XC82457.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/XC82456.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/iNat531321.ogg,crbthr1,3,clip,N/A,Observações Naturalistas | Bruno Uehara,Observações Naturalistas | Bruno Uehara
crbthr1/XC583730.ogg,crbthr1,1,clip,N/A,Marcos Melo,Marcos Melo
crbthr1/XC118517.ogg,crbthr1,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
crbthr1/XC199142.ogg,crbthr1,3,clip,N/A,Gabriel Rosa,Gabriel Rosa
crbthr1/XC186874.ogg,crbthr1,3,clip,N/A,Rodrigo Dela Rosa,Rodrigo Dela Rosa
crbthr1/XC540122.ogg,crbthr1,3,clip,N/A,Rodrigo Dela Rosa,Rodrigo Dela Rosa
crbthr1/iNat1573429.ogg,crbthr1,2,clip,N/A,Miguel A. Paixão,Miguel A. Paixão
crbthr1/XC731090.ogg,crbthr1,3,clip,N/A,Ricardo José Mitidieri,Ricardo José Mitidieri
crbthr1/XC589559.ogg,crbthr1,2,clip,N/A,Arthur Gomes,Arthur Gomes
crbthr1/iNat159790.ogg,crbthr1,0,clip,N/A,Rodrigo Secolin,Rodrigo Secolin
crbthr1/iNat526863.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/iNat527547.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/XC993202.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC131318.ogg,crbthr1,2,clip,N/A,Eric DeFonso,Eric DeFonso
crbthr1/XC130859.ogg,crbthr1,2,clip,N/A,Eric DeFonso,Eric DeFonso
crbthr1/XC288148.ogg,crbthr1,1,clip,N/A,Jerome Fischer,Jerome Fischer
crbthr1/XC286813.ogg,crbthr1,1,clip,N/A,Jerome Fischer,Jerome Fischer
crbthr1/XC667489.ogg,crbthr1,3,clip,N/A,Ricardo José Mitidieri,Ricardo José Mitidieri
crbthr1/iNat1235656.ogg,crbthr1,0,clip,N/A,Rodrigo Secolin,Rodrigo Secolin
crbthr1/iNat1661812.ogg,crbthr1,0,clip,N/A,pedrotaucce,pedrotaucce
crbthr1/iNat308140.ogg,crbthr1,2,clip,N/A,Claudio Martins de Souza,Claudio Martins de Souza
crbthr1/XC52183.ogg,crbthr1,3,clip,N/A,Bernabe Lopez-Lanus,Bernabe Lopez-Lanus
crbthr1/iNat1678524.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/iNat376867.ogg,crbthr1,2,clip,N/A,Danilo Rosa,Danilo Rosa
crbthr1/XC212559.ogg,crbthr1,0,clip,N/A,Marco Manhães,Marco Manhães
crbthr1/XC689836.ogg,crbthr1,3,clip,N/A,Ricardo José Mitidieri,Ricardo José Mitidieri
crbthr1/XC689837.ogg,crbthr1,3,clip,N/A,Ricardo José Mitidieri,Ricardo José Mitidieri
crbthr1/XC295489.ogg,crbthr1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crbthr1/XC295373.ogg,crbthr1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crbthr1/XC351839.ogg,crbthr1,1,clip,N/A,Odirlei Vieira da Fonseca,Odirlei Vieira da Fonseca
crbthr1/XC343267.ogg,crbthr1,2,clip,N/A,Nick Komar,Nick Komar
crbthr1/iNat136984.ogg,crbthr1,3,clip,N/A,Ester A. Patricio,Ester A. Patricio
crbthr1/XC82469.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/iNat328936.ogg,crbthr1,3,clip,N/A,Régis,Régis
crbthr1/XC282766.ogg,crbthr1,4,clip,N/A,Roney Souza,Roney Souza
crbthr1/XC282765.ogg,crbthr1,4,clip,N/A,Roney Souza,Roney Souza
crbthr1/XC282764.ogg,crbthr1,4,clip,N/A,Roney Souza,Roney Souza
crbthr1/XC278689.ogg,crbthr1,4,clip,N/A,Roney Souza,Roney Souza
crbthr1/XC708356.ogg,crbthr1,4,clip,N/A,Richard E. Webster,Richard E. Webster
crbthr1/XC1770.ogg,crbthr1,4,clip,N/A,Sjoerd Mayer,Sjoerd Mayer
crbthr1/XC708361.ogg,crbthr1,4,clip,N/A,Richard E. Webster,Richard E. Webster
crbthr1/XC708359.ogg,crbthr1,4,clip,N/A,Richard E. Webster,Richard E. Webster
crbthr1/XC708358.ogg,crbthr1,4,clip,N/A,Richard E. Webster,Richard E. Webster
crbthr1/XC708357.ogg,crbthr1,4,clip,N/A,Richard E. Webster,Richard E. Webster
crbthr1/XC638279.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC638277.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC638262.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC638276.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC127038.ogg,crbthr1,3,clip,N/A,Dan Lane,Dan Lane
crbthr1/XC127035.ogg,crbthr1,3,clip,N/A,Dan Lane,Dan Lane
crbthr1/XC471052.ogg,crbthr1,3,clip,N/A,Rolf A. de By,Rolf A. de By
crbthr1/XC354488.ogg,crbthr1,1,clip,N/A,Guy Kirwan,Guy Kirwan
crbthr1/XC2741.ogg,crbthr1,4,clip,N/A,Sjoerd Mayer,Sjoerd Mayer
crbthr1/iNat1277382.ogg,crbthr1,3,clip,N/A,Whitney MS,Whitney MS
crbthr1/XC2524.ogg,crbthr1,4,clip,N/A,Sjoerd Mayer,Sjoerd Mayer
crbthr1/XC2523.ogg,crbthr1,4,clip,N/A,Sjoerd Mayer,Sjoerd Mayer
crbthr1/XC123679.ogg,crbthr1,2,clip,N/A,Eric DeFonso,Eric DeFonso
crbthr1/XC740298.ogg,crbthr1,3,clip,N/A,Daniel Blamires,Daniel Blamires
crbthr1/XC604981.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC500040.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC660544.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC746477.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC741065.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC949466.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC668942.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC482674.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC760898.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC734447.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC929991.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC668941.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC518794.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC746489.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC737027.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC725867.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC823553.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/iNat529182.ogg,crbthr1,4,clip,N/A,Ricardo Dislich,Ricardo Dislich
crbthr1/iNat757918.ogg,crbthr1,0,clip,N/A,Guilherme A. Fischer,Guilherme A. Fischer
crbthr1/iNat82612.ogg,crbthr1,4,clip,N/A,Rosa Cartagenes,Rosa Cartagenes
crbthr1/iNat301227.ogg,crbthr1,3,clip,N/A,Pedro Sisnando Araújo dos Santos,Pedro Sisnando Araújo dos Santos
crbthr1/iNat1668352.ogg,crbthr1,0,clip,N/A,daniel_ba,daniel_ba
crbthr1/XC1053493.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC1053491.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC924192.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC934848.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC934843.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC934842.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC934134.ogg,crbthr1,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
crbthr1/XC82458.ogg,crbthr1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crbthr1/XC955361.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC674550.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC674538.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC674524.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC773378.ogg,crbthr1,1,clip,N/A,Mateus Gonçalves Santos ,Mateus Gonçalves Santos 
crbthr1/XC825792.ogg,crbthr1,0,clip,N/A,Mateus Gonçalves Santos,Mateus Gonçalves Santos
crbthr1/XC826821.ogg,crbthr1,0,clip,N/A,Mateus Gonçalves Santos,Mateus Gonçalves Santos
crbthr1/iNat336179.ogg,crbthr1,1,clip,N/A,Unknown,Unknown
crbthr1/XC834195.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC1030209.ogg,crbthr1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crbthr1/XC974095.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crbthr1/XC535984.ogg,crbthr1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crbthr1/iNat1298615.ogg,crbthr1,4,clip,N/A,Breno Farias,Breno Farias
crbthr1/XC366778.ogg,crbthr1,3,clip,N/A,Rafael Lima,Rafael Lima
crbthr1/XC1035086.ogg,crbthr1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC70545.ogg,crebec1,3,clip,N/A,Bernabe Lopez-Lanus,Bernabe Lopez-Lanus
crebec1/iNat353435.ogg,crebec1,1,clip,N/A,RAP,RAP
crebec1/iNat55800.ogg,crebec1,4,clip,N/A,Fernando Sessegolo,Fernando Sessegolo
crebec1/XC770812.ogg,crebec1,3,clip,N/A,Guilherme Melo Becher,Guilherme Melo Becher
crebec1/iNat1665803.ogg,crebec1,1,clip,N/A,Unknown,Unknown
crebec1/iNat1665806.ogg,crebec1,1,clip,N/A,Unknown,Unknown
crebec1/XC699211.ogg,crebec1,0,clip,N/A,Rodrigo E. Lorenzón,Rodrigo E. Lorenzón
crebec1/iNat1665804.ogg,crebec1,1,clip,N/A,Unknown,Unknown
crebec1/iNat1665805.ogg,crebec1,1,clip,N/A,Unknown,Unknown
crebec1/iNat1665807.ogg,crebec1,1,clip,N/A,Unknown,Unknown
crebec1/XC176871.ogg,crebec1,0,clip,N/A,Douglas Meyer,Douglas Meyer
crebec1/iNat1314778.ogg,crebec1,0,clip,N/A,Lucas Klitzke,Lucas Klitzke
crebec1/XC490709.ogg,crebec1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crebec1/XC195924.ogg,crebec1,2,clip,N/A,André J. Pieri,André J. Pieri
crebec1/XC596165.ogg,crebec1,0,clip,N/A,Marcelo da Rocha,Marcelo da Rocha
crebec1/iNat339010.ogg,crebec1,4,clip,N/A,Cajá-manga,Cajá-manga
crebec1/XC611372.ogg,crebec1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crebec1/XC611358.ogg,crebec1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crebec1/XC457154.ogg,crebec1,2,clip,N/A,Rosendo Manuel Fraga,Rosendo Manuel Fraga
crebec1/XC618703.ogg,crebec1,1,clip,N/A,Lia Nahomi Kajiki,Lia Nahomi Kajiki
crebec1/XC4265.ogg,crebec1,4,clip,N/A,Bob Planqué,Bob Planqué
crebec1/XC4264.ogg,crebec1,4,clip,N/A,Bob Planqué,Bob Planqué
crebec1/XC211669.ogg,crebec1,4,clip,N/A,Fernando Igor de Godoy,Fernando Igor de Godoy
crebec1/XC32337.ogg,crebec1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crebec1/XC32339.ogg,crebec1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crebec1/XC32338.ogg,crebec1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crebec1/XC32336.ogg,crebec1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crebec1/XC32335.ogg,crebec1,2,clip,N/A,Niels Krabbe,Niels Krabbe
crebec1/iNat1539047.ogg,crebec1,3,clip,N/A,Augusto Matheus dos Santos,Augusto Matheus dos Santos
crebec1/iNat181970.ogg,crebec1,4,clip,N/A,Luciano Bernardes,Luciano Bernardes
crebec1/XC82328.ogg,crebec1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crebec1/XC282684.ogg,crebec1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crebec1/XC194930.ogg,crebec1,3,clip,N/A,Gabriel Rosa,Gabriel Rosa
crebec1/XC199154.ogg,crebec1,3,clip,N/A,Gabriel Rosa,Gabriel Rosa
crebec1/iNat1324064.ogg,crebec1,4,clip,N/A,Luciano Bernardes,Luciano Bernardes
crebec1/XC284497.ogg,crebec1,1,clip,N/A,Jerome Fischer,Jerome Fischer
crebec1/XC686422.ogg,crebec1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crebec1/XC686419.ogg,crebec1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crebec1/XC286738.ogg,crebec1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crebec1/XC538935.ogg,crebec1,3,clip,N/A,Rodrigo Dela Rosa,Rodrigo Dela Rosa
crebec1/XC590307.ogg,crebec1,3,clip,N/A,Rodrigo Dela Rosa,Rodrigo Dela Rosa
crebec1/XC82330.ogg,crebec1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crebec1/XC82329.ogg,crebec1,2,clip,N/A,Jeremy Minns,Jeremy Minns
crebec1/XC448093.ogg,crebec1,4,clip,N/A,Victor Antonelli,Victor Antonelli
crebec1/XC450291.ogg,crebec1,4,clip,N/A,Victor Antonelli,Victor Antonelli
crebec1/XC119358.ogg,crebec1,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
crebec1/XC548930.ogg,crebec1,0,clip,N/A,Ricardo Gagliardi,Ricardo Gagliardi
crebec1/XC601693.ogg,crebec1,0,clip,N/A,Ricardo Gagliardi,Ricardo Gagliardi
crebec1/XC513638.ogg,crebec1,2,clip,N/A,Arthur Gomes,Arthur Gomes
crebec1/XC513637.ogg,crebec1,2,clip,N/A,Arthur Gomes,Arthur Gomes
crebec1/XC715801.ogg,crebec1,0,clip,N/A,Marco Manhães,Marco Manhães
crebec1/XC844032.ogg,crebec1,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
crebec1/XC115179.ogg,crebec1,1,clip,N/A,Noé Eiterer,Noé Eiterer
crebec1/XC854886.ogg,crebec1,1,clip,N/A,Guilherme Melo,Guilherme Melo
crebec1/XC854885.ogg,crebec1,1,clip,N/A,Guilherme Melo,Guilherme Melo
crebec1/XC189669.ogg,crebec1,4,clip,N/A,Luiz Gabriel Mazzoni,Luiz Gabriel Mazzoni
crebec1/XC863846.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC482554.ogg,crebec1,2,clip,N/A,NUNES D&#039;ACOSTA,NUNES D&#039;ACOSTA
crebec1/XC482671.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC464890.ogg,crebec1,2,clip,N/A,Crizanto B. De-Carvalho,Crizanto B. De-Carvalho
crebec1/XC827011.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC657247.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC657170.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC657168.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC657167.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC412204.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC1016162.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC1008490.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC692033.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC691978.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC412203.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC602873.ogg,crebec1,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
crebec1/XC729360.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC901454.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC995496.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC678303.ogg,crebec1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
crebec1/XC451802.ogg,crebec1,0,clip,N/A,JAYRSON ARAUJO DE OLIVEIRA,JAYRSON ARAUJO DE OLIVEIRA
crebec1/XC562153.ogg,crebec1,1,clip,N/A,Joserley Carlos,Joserley Carlos
crebec1/XC562150.ogg,crebec1,1,clip,N/A,Joserley Carlos,Joserley Carlos
crebec1/XC556469.ogg,crebec1,1,clip,N/A,Caio Brito,Caio Brito
crebec1/XC427737.ogg,crebec1,1,clip,N/A,Caio Brito,Caio Brito
dwatin1/XC600436.ogg,dwatin1,3,clip,N/A,Thiago Augusto Mendes Pinheiro,Thiago Augusto Mendes Pinheiro
dwatin1/XC156576.ogg,dwatin1,0,clip,N/A,Maycon Ailton de Rezende,Maycon Ailton de Rezende
dwatin1/XC1030291.ogg,dwatin1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
dwatin1/XC1030287.ogg,dwatin1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
dwatin1/XC1030286.ogg,dwatin1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
dwatin1/XC862513.ogg,dwatin1,1,clip,N/A,Lia Nahomi Kajiki,Lia Nahomi Kajiki
dwatin1/XC1045639.ogg,dwatin1,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
dwatin1/XC287862.ogg,dwatin1,1,clip,N/A,Robson Silva e Silva,Robson Silva e Silva
dwatin1/XC287863.ogg,dwatin1,1,clip,N/A,Robson Silva e Silva,Robson Silva e Silva
dwatin1/iNat384220.ogg,dwatin1,1,clip,N/A,Bruno Lima,Bruno Lima
dwatin1/XC350171.ogg,dwatin1,1,clip,N/A,Robson Silva e Silva,Robson Silva e Silva
dwatin1/XC155721.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC158713.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC144885.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC304919.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC288692.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC304650.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC305244.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC304468.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC304756.ogg,dwatin1,1,clip,N/A,Nunes D&#039;Acosta,Nunes D&#039;Acosta
dwatin1/XC279068.ogg,dwatin1,1,clip,N/A,Robson Silva e Silva,Robson Silva e Silva
dwatin1/XC1049271.ogg,dwatin1,3,clip,N/A,Alan N. Wight,Alan N. Wight
dwatin1/XC931072.ogg,dwatin1,1,clip,N/A,Jacob Wijpkema,Jacob Wijpkema
epaori4/XC464387.ogg,epaori4,2,clip,N/A,Rosendo Manuel Fraga,Rosendo Manuel Fraga
epaori4/iNat601843.ogg,epaori4,1,clip,N/A,Victoria Prosdocimo,Victoria Prosdocimo
epaori4/iNat400776.ogg,epaori4,2,clip,N/A,Rodrigo Cesáreo Pampin,Rodrigo Cesáreo Pampin
epaori4/iNat442127.ogg,epaori4,2,clip,N/A,Rodrigo Cesáreo Pampin,Rodrigo Cesáreo Pampin
epaori4/iNat910872.ogg,epaori4,3,clip,N/A,Gonzalo Diaz,Gonzalo Diaz
epaori4/iNat910871.ogg,epaori4,3,clip,N/A,Gonzalo Diaz,Gonzalo Diaz
epaori4/iNat1124647.ogg,epaori4,1,clip,N/A,alexolmis,alexolmis
epaori4/iNat219883.ogg,epaori4,0,clip,N/A,Fernanda,Fernanda
epaori4/iNat219884.ogg,epaori4,0,clip,N/A,Fernanda,Fernanda
epaori4/iNat1592244.ogg,epaori4,2,clip,N/A,sangos,sangos
epaori4/iNat1592245.ogg,epaori4,2,clip,N/A,sangos,sangos
